Gp1,Hfd,Tb1,Wd,VEC1,sVEC,Phase Formation
8.67,0.666079234,3506.77,0.044840281,6.67,2,BMG
4,0.06592316,1562.95,0.203312581,4,2,BMG
7.87,0.27175446,5072.45,0.043132288,6.17,1.64,BMG
8.8808,0.687628797,3444.8772,0.074178043,6.5288,1.980000001,BMG
6.47,0.134659375,4081.89,0.090451787,5.57,1.839999999,BMG
6.15,0.427795799,3416.38,0.209584752,4.55,1.850000002,BMG
12.23,0.203222674,2874.335,0.090451873,3.63,1.999999999,BMG
6.095,0.202622425,2158.202,0.226028431,6.095,1.544999998,BMG
5.025,0.136469659,3708.095,0.11126476,5.025,1.874999998,BMG
7.94,0.381180228,3545.84,0.113441961,6.79,1.950000002,BMG
3.2,0.305115265,1693.35,0.163722011,3.2,1.7,BMG
6.9,0.246763318,3285.65,0.081981228,4.4,2.000000002,BMG
5.5,0.515538867,3482.65,0.263941333,4.5,1.899999999,BMG
9.27936,0.633337784,3432.20632,0.025774507,6.97536,1.921599998,BMG
3.66,0.287908953,1897.78,0.158101432,3.66,1.960000001,BMG
6.6,0.171080242,3023.67,0.227842895,4.2,1.999999999,BMG
6.7,0.371651958,3424.3,0.250766388,4.2,1.999999999,BMG
9.345,1.165972536,3005.045,0.03296587,7.145,1.999999999,BMG
5.276,0.201386084,2024.25,0.219858721,5.276,1.636000003,BMG
8.7528,0.681188187,3423.8524,0.101421179,6.4968,1.9624,BMG
6.55,0.228275827,3303.65,0.081710664,4.05,1.999999998,BMG
6.7672,0.141133645,4009.2948,0.093079073,5.7672,1.82,BMG
5.175,0.415716368,3567.495,0.296168452,4.875,1.875000002,BMG
8.04,0.292608273,3542.9,0.111803389,7.54,1.999999997,BMG
6.6,0.195003039,3308.59,0.167410202,4.2,1.999999999,BMG
3.83,0.349934728,2043.58,0.174566321,3.83,1.999999998,BMG
8.65,0.941521961,3787.2,0.050287758,6.15,1.624999998,BMG
8.83,0.69353156,3420.38,0.075171646,6.63,1.999999999,BMG
9.28,0.740773559,2883.23,0.031411169,7.28,2.000000002,BMG
6.2,0.123598854,2135.45,0.235983286,3.2,1.9,BMG
8.49,1.081453516,3505.47,0.076128123,6.69,1.809999998,BMG
5.83875,0.175187959,3621.5885,0.109936161,4.33875,1.936250001,BMG
8.76,0.660413245,3474.93,0.047469736,6.76,1.959999997,BMG
8.74,0.684688148,3481.05,0.08210911,6.54,2.000000003,BMG
6,0.222917623,3346.55,0.067659801,4.5,1.999999998,BMG
3.84,0.286126114,1919.22,0.157890466,3.84,1.939999999,BMG
6.3,0.15857692,3824,0.106078434,5.3,1.850000001,BMG
6.333333333,0.396772951,4103.65,0.030799935,4.666666667,1.666666666,BMG
4.765,0.16647867,2011.12,0.13863241,4.765,1.705000002,BMG
3.75,0.346516637,2025.35,0.172246012,3.75,1.999999999,BMG
8.86,1.075289252,3487.38,0.05212452,6.36,1.679999997,BMG
4.325,0.244678092,1876.175,0.145925451,4.325,1.875000002,BMG
6.9,0.170160427,3251.95,0.079309431,4.4,1.900000001,BMG
3.5504,0.213971078,1614.1542,0.194885921,3.5504,1.900399999,BMG
6.92,0.351486565,3381.53,0.269733642,4.92,1.830000002,BMG
9.527,1.231443772,3051.285,0.033177551,7.027,1.999999998,BMG
3.45,0.105850442,1534.55,0.146045898,3.45,1.85,BMG
11.466,0.738706654,3081.022,0.057655858,9.836,1.140000003,BMG
7.85,0.299392162,3684.5,0.124960909,7.85,1.450000002,BMG
4.5,0.134217676,3602.32,0.104807794,4.5,1.85,BMG
8.09,0.154158967,3717.44,0.113642561,7.69,1.930000003,BMG
6.6175,0.431776793,3390.8765,0.167874384,4.8675,1.875499998,BMG
6.95,0.332788574,3293.725,0.145648504,5.2,1.724999999,BMG
6.6,0.175915304,3293.11,0.194555217,4.2,1.999999999,BMG
5.26,0.170980633,2097.41,0.141939839,5.26,1.65,BMG
7.85,0.145846632,3700.23,0.078392325,7.15,1.539999997,BMG
5.15,0.138484757,1994.45,0.271910007,5.15,1.650000003,BMG
6.6,0.211073741,3827.95,0.133285865,6.6,1.800000002,BMG
8.737625,1.073465232,3514.49741,0.078147129,6.600175,1.824669999,BMG
6.735,0.138690482,4019.865,0.096898831,5.735,1.845000002,BMG
6.7,0.200295575,3359.4,0.197683338,4.2,1.999999999,BMG
9.12,0.990853506,3626.43,0.046523923,7.02,1.710000003,BMG
5.4,0.572199126,3517.75,0.282405276,4.4,2.000000002,BMG
6.24,0.436257016,3426.994,0.16639471,4.68,1.887999998,BMG
7.525,0.28179541,3317.605,0.091658096,7.425,1.574999999,BMG
8.814,0.679085842,3430.062,0.092980844,6.534,1.961999999,BMG
6.8,0.254150641,3856.15,0.097771593,6.8,1.600000002,BMG
8.072,0.299574117,3516.67,0.115607276,8.072,1.384,BMG
7.135,0.412370288,3370.47,0.10136583,6.085,1.849999999,BMG
5.15,0.201773386,2016.25,0.225580956,5.15,1.650000003,BMG
4.89,0.17892517,2037.77,0.138183192,4.89,1.69,BMG
10.76,0.553798172,3245.88,0.019931122,9.11,0.429999999,BMG
7.3,0.150065479,3864.25,0.085606114,6.3,1.700000001,BMG
4.865,0.133678476,3703.935,0.103531727,4.865,1.875,BMG
4.75,0.203091141,1919,0.242107614,4.75,1.750000002,BMG
6.32,0.353152535,3388.37,0.146679978,4.92,1.759999999,BMG
9.42,0.623097543,3508.34,0.035653825,6.87,1.985,BMG
11,0.476884754,2699.55,0.007968127,9,0.399999996,BMG
8.68,0.685787487,3451.24,0.067446527,6.68,2.000000003,BMG
7.92,0.14895977,3599.83,0.077902287,7.92,1.440000001,BMG
9.32,1.175529363,2977.45,0.03142337,7.22,1.999999998,BMG
9.577,1.237567744,3044.715,0.034632583,6.977,2,BMG
9.24,1.172773644,2988.23,0.038561578,7.04,1.940000001,BMG
7.5,0.203555961,4101.65,0.101604278,7.5,1.5,BMG
8.48,0.143291812,3460.07,0.074731614,8.48,1.359999996,BMG
4.425,0.137408137,4014.775,0.106938689,4.425,1.875000002,BMG
8.89,0.680430216,3466.8,0.058776866,6.69,1.999999999,BMG
7.95,0.274565877,3306.46,0.078958271,7.65,1.53,BMG
7.84,0.335577521,3557.28,0.114200764,6.79,1.950000002,BMG
8.86,0.694464027,3398.73,0.084505662,6.66,1.999999998,BMG
8.2,0.157570091,3361.75,0.07257744,8.2,1.399999997,BMG
4.855,0.177888991,2052.24,0.139281113,4.855,1.695000001,BMG
5.065,0.637724386,3719.235,0.110883518,4.965,1.875000002,BMG
6.97,0.155447068,4008.89,0.10649572,5.07,2.000000002,BMG
6,0.350878084,3397.15,0.148006722,5,1.75,BMG
7.68,0.158584166,3698.23,0.076574321,6.88,1.600000003,BMG
11.275,0.497318691,2584.275,0.03302073,9.275,0.875000003,BMG
7.76,0.161408202,3702.31,0.081084745,6.96,1.520000003,BMG
7.65,0.128764422,3611.66,0.116125452,6.65,1.950000002,BMG
9.303,1.252679351,3100.678,0.04597387,7.303,1.940000002,BMG
12.1,0.177540896,2876.79,0.079529043,3.7,2.000000002,BMG
7.5,0.148962914,3710.65,0.079045442,7.5,1.5,BMG
8.125,0.191159802,3602.225,0.077751375,7.625,1.475,BMG
6.09,0.442456477,3427.33,0.209584752,4.49,1.880000002,BMG
7.14976,0.149351483,3864.13608,0.094740391,5.94976,1.804640001,BMG
6.7,0.17379469,2900.15,0.24182976,4.2,1.999999999,BMG
9.68,0.598403912,3510.77,0.05605182,7.38,1.940000002,BMG
6.6,0.40333575,3355.15,0.237669549,4.6,1.800000001,BMG
6.095,0.208359082,2212.18,0.256490054,6.095,1.544999998,BMG
10.71,0.55707153,3092.14,0.018886982,9.21,0.360000001,BMG
4.5,0.071729218,1534.1,0.207321829,4.5,1.999999998,BMG
5.345,1.196693498,3797.215,0.10813259,4.545,1.874999999,BMG
12.23,0.198952138,2874.86,0.078970093,3.63,1.999999999,BMG
7.6,0.121246489,3595.55,0.118398723,6.6,2,BMG
5.7,0.428723575,3435.91,0.244724106,4.7,1.799999998,BMG
9.34768,0.634893969,3442.37416,0.024667681,6.99568,1.940800002,BMG
10.08,1.341722223,2818.46,0.049594287,6.58,2.000000001,BMG
7.96,0.150202572,3680.9,0.077753548,7.06,1.549999999,BMG
6.66,0.251670803,3279.79,0.083398702,4.66,1.999999998,BMG
7.263,0.162779325,3874.24,0.099496852,5.793,1.804000001,BMG
8.32,0.619066715,3600.93,0.046896518,6.82,1.950000002,BMG
8.934,1.056257242,3629.844,0.056562581,6.834,1.860000001,BMG
8.88816,0.664408405,3432.78616,0.101676632,6.63216,1.962400003,BMG
8.55,1.026811415,3595.12,0.0589106,6.45,1.71,BMG
5.681,0.206469713,2126.344,0.243474467,5.681,1.590999999,BMG
8.13,0.155873596,3598.35,0.077097263,7.43,1.5,BMG
8.92,0.693042201,3358.54,0.065450841,6.92,2,BMG
3.4,0.317154463,1730.325,0.163310856,3.4,1.650000001,BMG
7.5,0.137232354,3652.11,0.078112047,7.5,1.5,BMG
6.81,0.144301664,3301.09,0.095161991,6.51,1.749999998,BMG
5.82,1.606248498,3459.23,0.247901038,4.62,1.800000002,BMG
4.35,0.30875076,1945.15,0.144120087,4.35,1.750000002,BMG
4.4,0.177831741,1873,0.125923409,4.4,1.8,BMG
6.445,0.434267722,3407.373,0.167417294,4.785,1.880999999,BMG
6.3,0.378510113,3440.75,0.285032516,5.3,1.800000003,BMG
5.97,0.139185116,2142.25,0.230059237,2.77,1.95,BMG
8.85,0.641057881,3534.52,0.049423482,6.85,1.975000001,BMG
7.92,0.527154355,3807.67,0.060323679,5.92,1.339999998,BMG
5.62,0.478337634,3460.56,0.242026041,4.62,1.789999998,BMG
8.1,0.30565244,3596.66,0.109371173,7.6,1.940000001,BMG
8.57,1.072985604,3515.6,0.07967381,6.47,1.760000003,BMG
8.2,0.133735051,3471.41,0.075186163,8.2,1.399999997,BMG
4.985,0.13606142,3707.055,0.109478359,4.985,1.874999999,BMG
8.7,0.673888293,3486.07,0.083375923,6.5,1.95,BMG
7.1,0.321560552,3300.5,0.137240652,4.6,1.800000001,BMG
6.32,0.349456835,3380.37,0.146250343,4.92,1.759999999,BMG
10.07692308,0.642538421,3109.611538,0.063390695,7,1.769230771,BMG
7.8,0.158878536,3663.83,0.076626855,7,1.560000001,BMG
6.53,0.433247961,3399.234,0.167758747,4.83,1.878000001,BMG
7.944,0.308677896,3579.19,0.113402442,7.944,1.367999999,BMG
11.3,0.49848332,2576.75,0.032794339,9.3,0.799999997,BMG
7.77,0.110409072,3312.9,0.081699473,7.77,1.530000001,BMG
8.8,0.991881072,3653.85,0.046583892,6.3,1.700000001,BMG
5.465,0.150695104,1927.628,0.214647937,5.465,1.615000001,BMG
3.8,0.184446691,1874.25,0.234178496,3.8,1.800000002,BMG
8.0125,0.156069338,3668.0925,0.077748004,7.1625,1.537500001,BMG
4.325,0.244561462,1873.025,0.145493343,4.325,1.875000002,BMG
5.8,0.316836148,3364.55,0.209435666,4.8,1.775000002,BMG
8.8,1.062154049,3545.99,0.065863434,6.6,1.820000002,BMG
9.68,1.322730268,2932.6,0.043619055,6.88,1.999999997,BMG
8.96,0.6800015,3407.73,0.082377094,6.76,1.999999999,BMG
6.76,0.133809453,4003.351,0.098205864,5.97,1.817000001,BMG
10.71,0.553759108,3104.14,0.017683001,9.21,0.360000001,BMG
8.76,1.053738728,3550.45,0.065431944,6.56,1.819999997,BMG
9.2,1.16843593,2984.43,0.03956073,7,1.919999998,BMG
7.64,0.136155554,3705.71,0.079696738,7.64,1.479999996,BMG
6.7,0.164535392,3323.1,0.183272548,4.2,1.999999999,BMG
7.95,0.316847426,3339.48,0.077627153,7.85,1.450000002,BMG
5.82,0.808865665,3443.99,0.24644223,4.62,1.800000002,BMG
9,0.987758844,3632.49,0.072145157,6.9,1.71,BMG
7.35488,0.146857652,3351.52312,0.080778113,6.95488,1.637119997,BMG
8.13,0.310685214,3606.71,0.107669494,7.63,1.91,BMG
11.25,0.548936046,2557.9,0.011917989,8.75,0.799999996,BMG
6.6925,0.138144877,4045.5715,0.103477312,5.4825,1.920500002,BMG
7,0.332122978,3302.65,0.143336975,5,1.75,BMG
8,0.207907456,3918.55,0.097568774,8,1.6,BMG
7.78,0.153492637,3698.7,0.077782494,7.08,1.550000002,BMG
5.245,0.132121521,3635.935,0.102406761,5.245,1.874999998,BMG
8.84,0.687844171,3425.33,0.068712697,6.64,1.979999999,BMG
8.3,0.627352463,3522.5,0.080920821,6.8,1.929999997,BMG
7.94,0.148053867,3681.33,0.078046394,7.14,1.540000004,BMG
6.9245,0.154268015,3913.1505,0.073312531,5.9745,1.731499998,BMG
6.6,0.154205586,3115.67,0.205233577,4.2,1.999999999,BMG
4.95,0.185451115,2079.094,0.141344107,4.95,1.684999998,BMG
5.6,0.20395364,2089.85,0.230033061,5.6,1.600000002,BMG
8.83,0.67240423,3444.85,0.035641593,6.83,2.000000002,BMG
7.5975,0.306955984,3920.4675,0.149519648,6.3975,1.722499999,BMG
9.455,1.235626759,2978.6,0.044450836,6.805,1.919999998,BMG
7.85,0.146034997,3626.3,0.078384956,7.85,1.450000002,BMG
5.64,0.520444031,3473.57,0.24184191,4.64,1.780000002,BMG
7.99,0.150408639,3651.29,0.077852855,7.29,1.519999999,BMG
4.4,0.169693754,2058.6,0.144029165,4.4,1.750000001,BMG
7.86,0.147478628,3623.56,0.081595962,7.16,1.530000001,BMG
8.096,0.124303495,3464.698,0.085747913,8.096,1.412000003,BMG
5.025,0.136531572,3710.339,0.11130675,5.025,1.874999998,BMG
4.75,0.117804907,3598.24,0.104951253,4.75,1.909999999,BMG
3.4,0.317972168,1740.175,0.170337537,3.4,1.650000001,BMG
8.72,0.679490155,3509.01,0.082112803,6.52,1.999999998,BMG
7.41568,0.16091193,3815.40944,0.092819959,5.81568,1.813519999,BMG
5.85,0.386104767,3485.6,0.283075034,4.85,1.950000002,BMG
10.02,0.448427229,2716.96,0.048607862,8.32,1.999999997,BMG
4.025,0.106920442,1643.75,0.142402264,4.025,1.775000001,BMG
9.439,0.439211155,2701.854,0.044932543,7.739,2.000000001,BMG
7.3,0.15711696,3871.925,0.072922904,5.8,1.775000001,BMG
8.67,1.023699764,3653.51,0.049760017,6.37,1.680000002,BMG
9.365,1.213015928,2945.345,0.034711655,7.165,1.999999997,BMG
8.95,1.002035954,3668.1,0.044345323,6.45,1.774999997,BMG
7.82,0.192580601,3692.97,0.076351466,7.02,1.539999997,BMG
8.52,1.039285318,3600.81,0.071297528,6.42,1.709999999,BMG
11.4,0.501156858,2539.15,0.034149389,9.4,0.8,BMG
8.06,0.143091845,3485.95,0.07551538,8.06,1.42,BMG
7.65,0.128726712,3617.27,0.116239062,6.65,1.950000002,BMG
8.88,0.689997674,3402.45,0.082240847,6.68,2.000000003,BMG
5.72,0.433046018,3438.658,0.23810327,4.72,1.799999999,BMG
7.8025,0.142457038,3705.4925,0.078823512,7.2525,1.527500003,BMG
10.04,0.535879994,3777.94,0.030965687,6.54,2.000000003,BMG
5.95,0.471475122,3452.88,0.209584752,4.35,1.95,BMG
10.136,0.580450378,3459.742,0.053420184,7.736,1.96,BMG
8.11,0.305371231,3644.89,0.110012472,7.61,1.929999998,BMG
3.8,0.185817866,1893.95,0.24005211,3.8,1.800000002,BMG
10.71,0.552654694,3108.14,0.017261747,9.21,0.360000001,BMG
8.724,0.690655315,3429.5696,0.082227515,6.568,1.979999999,BMG
5.375,0.204100404,2062.9,0.233344315,5.375,1.624999998,BMG
8.545,1.046428278,3600.555,0.061084187,6.445,1.71,BMG
8.6,1.055545935,3600.12,0.061391499,6.5,1.71,BMG
7.2764,0.12768028,3357.6994,0.084199056,7.0804,1.6376,BMG
11.2,0.469701252,2627.91,0.033731806,9.4,0.860000003,BMG
6.05,0.440296406,3445.02,0.166715621,4.65,1.89,BMG
7.95,0.208197751,3901.8,0.100730858,7.95,1.650000002,BMG
7.4,0.108926592,3349.95,0.079540253,7.4,1.399999999,BMG
7.3888,0.160666445,3818.5124,0.092332605,5.7888,1.815200002,BMG
7.8925,0.306605366,3822.6225,0.14934869,6.4925,1.707499998,BMG
4.45,0.174976643,1992.93,0.13483406,4.45,1.74,BMG
4.25,0.068173526,1558.375,0.207930204,4.25,1.999999999,BMG
6.7,0.179368316,3229.87,0.184660825,4.3,2,BMG
6.43,0.422785826,3351.44,0.247331926,5.43,1.79,BMG
6.7,0.271103814,2475,0.207534508,3.1,0.900000001,BMG
9.2,1.119764257,3084.13,0.03795537,7.1,1.940000003,BMG
9.19,1.248152083,2994.265,0.039845477,7.19,1.945000003,BMG
8.76,0.68961503,3432.73,0.082628546,6.56,1.979999998,BMG
7,0.407066816,3355.6,0.157704526,4.5,1.899999999,BMG
8.35,0.321813437,3648.325,0.135460741,7.6,1.474999997,BMG
6.82,0.154148035,4004.151,0.097438097,5.83,1.837000002,BMG
6.31765,0.283501826,4341.10379,0.079341511,5.43105,1.54433,BMG
6.18,0.078812441,1431.17,0.235306886,6.18,1.999999997,BMG
8.74,1.008776724,3662.07,0.049098503,6.34,1.679999999,BMG
9.62,1.293979689,2920.94,0.04316315,6.92,2,BMG
11.287,0.541919022,3058.629,0.047694136,9.007,1.277999996,BMG
10.71,0.555967519,3096.14,0.018494963,9.21,0.360000001,BMG
5.72,0.439566238,3437.23,0.245128963,4.72,1.799999999,BMG
8.84,0.681991755,3454.7884,0.088061829,6.44,1.959999999,BMG
4.78,0.146077981,3599.93,0.120366633,4.78,1.900000001,BMG
4.875,0.151050892,3484.525,0.103016942,3.875,1.925000002,BMG
8.97,0.662810019,3492.31,0.025859144,6.67,1.940000002,BMG
7.85,0.274030609,3665.1,0.112152287,7.85,1.450000002,BMG
8.71,0.934403181,3664.73,0.044105466,6.21,1.68,BMG
5.25,0.167597857,2056.65,0.136297611,5.25,1.649999999,BMG
3.55,0.331443579,1706.825,0.196262367,3.55,1.649999999,BMG
8.84,0.696319577,3398.21,0.083727434,6.64,1.999999998,BMG
6.154,0.429121179,3384.972,0.2495974,5.154,1.762,BMG
8.52,0.662780246,3442.6,0.062617397,6.82,1.94,BMG
8.895,1.064753008,3623.775,0.049272725,6.795,1.859999998,BMG
5.94,0.326519601,3446.59,0.261407867,4.74,1.969999998,BMG
8.29,0.251868512,3818.9,0.117099148,7.79,1.719999999,BMG
6.149,0.146859215,1979.156,0.199498956,6.149,1.538999999,BMG
8.38,0.617498372,3527.78,0.081170156,6.88,1.930000001,BMG
7.43,0.390774343,3310.8,0.097642124,6.83,1.800000001,BMG
9.416,0.7529197,3107.618,0.025014049,7.016,2.000000001,BMG
7.9,0.205700072,3885.05,0.103779011,7.9,1.699999997,BMG
4.5,0.070048414,1553.8,0.212240792,4.5,1.999999998,BMG
6.736,0.140634231,4017.5315,0.092989108,5.736,1.824500003,BMG
5.77,0.351753252,3316.92,0.146256969,4.87,1.76,BMG
9.34,1.191212555,2978.05,0.03536657,7.14,1.990000003,BMG
8.66,1.049198897,3614.11,0.070213146,6.56,1.779999997,BMG
5.63,0.413441022,3397.9,0.237593962,4.63,1.829999999,BMG
8.1887,0.278824551,3625.468,0.078215283,7.3957,1.504999997,BMG
8.6,1.093084545,3498.09,0.067794066,6.7,1.810000002,BMG
6.7,0.200185534,2941.95,0.204065186,4.2,1.999999999,BMG
5.6,0.424288869,3447.55,0.242135375,4.6,1.800000001,BMG
4.9,0.139980112,3704.33,0.104504916,4.9,1.800000001,BMG
6.35865,0.28457217,4329.63279,0.079898804,5.45205,1.545330001,BMG
6.02,0.437039303,3448.068,0.164668973,4.56,1.896000001,BMG
3.4,0.319584623,1678.1125,0.174314106,3.4,1.675000001,BMG
8.2,0.123955132,3495.41,0.07572122,8.2,1.399999997,BMG
7.76,0.161053511,3700.31,0.083843939,6.96,1.599999997,BMG
7.78,0.145775325,3718.7,0.07843245,7.08,1.550000002,BMG
7.02,0.143014508,3888.13,0.095730472,6.02,1.799999998,BMG
9.37,1.188422055,2989.26,0.037655759,7.07,1.979999999,BMG
6.7,0.193119724,2782.56,0.212085467,4.2,1.999999999,BMG
8.595,1.045277264,3595.805,0.051392537,6.495,1.710000002,BMG
9.41,1.329582939,3054.4,0.042529484,7.01,1.949999999,BMG
6.79,0.144311588,4003.751,0.0978268,5.9,1.827,BMG
4.85,0.18267149,1940.3,0.135524218,4.85,1.749999999,BMG
3.35,0.093246144,1563.35,0.129648333,3.35,1.85,BMG
4.2354,0.176434881,1593.4392,0.211434428,4.2354,1.935399998,BMG
4.64,0.308767025,3610.23,0.127191495,4.64,1.780000002,BMG
9.992,0.59341472,3455.998,0.053668063,7.592,1.96,BMG
7.8,0.160574878,3692.15,0.082505978,7,1.560000001,BMG
5.66,0.432482409,3442.39,0.243724228,4.66,1.799999998,BMG
5.42,0.220616603,3921.65,0.110448864,5.42,1.779999999,BMG
7.4,0.160389886,3853.675,0.072922904,5.9,1.724999998,BMG
7.58,0.126238558,3389.79,0.082378293,7.58,1.459999998,BMG
3.525,0.328570616,1704.175,0.187062787,3.525,1.649999999,BMG
7.3425,0.166662523,3841.3875,0.070372867,5.4425,1.902500002,BMG
7.95,0.141402299,3664.15,0.078650571,7.45,1.500000001,BMG
10.78,0.558367154,3237.86,0.021061607,9.13,0.449999997,BMG
9.41,1.208098047,2953.7,0.035644017,7.11,1.999999999,BMG
9.632,0.609979737,3466.798,0.023283281,7.232,1.959999999,BMG
3.5,0.060162578,1572.1,0.193041967,3.5,1.999999999,BMG
5,0.199923009,1985.15,0.220241464,5,1.666666665,BMG
8.075,0.163045775,3611.175,0.078221648,7.825,1.449999997,BMG
8.36,0.619960222,3526.46,0.081108878,6.86,1.930000001,BMG
8.1,0.303588637,3641.54,0.11056857,7.6,1.940000001,BMG
6.5,0.130588918,4067.575,0.093290469,5.75,1.824999998,BMG
7,0.462716806,4239.15,0.057092261,4.5,1.750000001,BMG
9.02352,0.647719901,3441.71992,0.101908089,6.76752,1.962399999,BMG
7.85,0.230239682,3645.7,0.097044419,7.85,1.450000002,BMG
9.26,1.14721558,3030.79,0.034899678,7.16,1.970000001,BMG
5.7,0.309686911,3483.58,0.269027624,5,1.75,BMG
8.52,1.062604992,3522.09,0.070598694,6.42,1.709999999,BMG
7.75,0.155294871,3684.62,0.08228562,7.05,1.55,BMG
6.42,0.36265856,3431.58,0.27670896,4.92,1.830000002,BMG
8.12,0.309148323,3603.36,0.1082404,7.62,1.92,BMG
6.6,0.172052678,2977.53,0.233639349,4.2,1.999999999,BMG
4.35,0.173187375,1878.85,0.14880642,4.35,1.750000002,BMG
6.25,0.16165744,3775.5,0.107425122,5.25,1.849999998,BMG
9.06,0.662188013,3476.49,0.026982374,6.66,1.939999998,BMG
8.958,0.666523394,3488.29,0.028118695,6.658,1.951999997,BMG
9.272,0.653992237,3443.038,0.02344364,6.872,1.960000002,BMG
9.1405,0.683964353,3341.987,0.019929654,6.9355,1.979999999,BMG
9.426,1.157089048,3167.545,0.042793015,6.776,1.911999999,BMG
9.28,1.156554459,3013.01,0.033793649,7.18,1.980000002,BMG
8.1,0.304623609,3619.1,0.109971818,7.6,1.940000001,BMG
7.2,0.160372151,3906.275,0.068937203,5.2,1.925000002,BMG
9.526,1.188572458,3102.086,0.039315585,6.826,1.953,BMG
3.5,0.058863955,1591.8,0.195402952,3.5,1.999999999,BMG
4.7435,0.147242966,3748.4438,0.114872143,4.5435,1.926499999,BMG
5.2525,0.133798069,3681.4925,0.108870384,5.2525,1.8475,BMG
6.1,0.41488732,3401.35,0.240747015,4.6,1.800000001,BMG
6.25,0.346805484,3373.525,0.147095716,5,1.75,BMG
6.8387,0.150749442,3944.2663,0.072880197,5.8687,1.746900001,BMG
6.2,0.236417738,3817.55,0.105517699,6.2,1.800000002,BMG
8.9,0.687494885,3403.77,0.082275848,6.7,2.000000002,BMG
7.4195,0.169779851,3811.7825,0.070830562,5.5595,1.883499997,BMG
6.763,0.295069851,4082.8746,0.092084509,5.673,1.762399998,BMG
11.51,0.755310883,3130.46,0.049892614,9.81,1.17,BMG
6.39,0.094404225,3911.88,0.10687485,6.39,1.830000003,BMG
3.3,0.291308653,1854.9,0.158074857,3.3,2,BMG
9.306,0.665934108,3379.457,0.022483535,6.956,1.962999999,BMG
6.6,0.162794136,3231.27,0.166323698,4.2,1.999999999,BMG
6.175,0.126928191,4154.445,0.0884245,5.375,1.864999999,BMG
4.16,0.193459073,1925.25,0.240931332,4.16,1.76,BMG
8.57,1.041510465,3606.23,0.065484599,6.47,1.709999998,BMG
9.704,0.60121649,3471.55,0.023175173,7.304,1.960000002,BMG
5.15,0.203632194,2035.95,0.23595716,5.15,1.650000003,BMG
7.25,0.169272377,3913.25,0.064019935,4.75,2.000000002,BMG
7.8,0.152261267,3646.58,0.100023404,7.1,1.539999997,BMG
8.35,0.215494078,3547.1,0.076552942,7.6,1.474999997,BMG
7.5,0.145780061,3718.65,0.079285992,7.5,1.5,BMG
7.78,0.160622528,3693.29,0.080554227,6.98,1.580000003,BMG
6.6,0.155816961,3146.47,0.202356879,4.2,1.999999999,BMG
8.84,0.686777686,3439.61,0.068599072,6.64,1.999999998,BMG
6.50215,0.288192262,4289.48429,0.081741172,5.52555,1.548829999,BMG
7.83,0.148680874,3678.77,0.087727263,7.13,1.540000001,BMG
6.4767,0.135363204,4079.5383,0.089214897,5.5767,1.833300001,BMG
5.456,0.125729669,1866.206,0.195030144,5.456,1.615999998,BMG
4.3395,0.189589905,1997.771,0.135889003,4.3395,1.7575,BMG
7.425,0.167479718,3317.825,0.091520789,7.425,1.574999999,BMG
6.7,0.185813052,2699.4,0.216133024,4.2,1.999999999,BMG
9.705,1.240022053,2892.41,0.039341775,7.205,1.999999997,BMG
5.61,0.420979367,3431,0.240644774,4.61,1.810000001,BMG
6.2,0.148461456,3163.95,0.15042872,4.2,1.999999999,BMG
7.864,0.110464345,3319.666,0.078919773,7.864,1.496000003,BMG
6.851,0.143719799,2062.378,0.200622351,6.851,1.461000003,BMG
9.28,1.265727904,3134.45,0.046882793,6.88,1.870000003,BMG
3.8,0.334757285,1823.975,0.173807089,3.8,1.550000001,BMG
7.69126,0.128011056,3596.78142,0.087821371,7.69126,1.469819999,BMG
8.72,1.105366667,3464.943,0.066152622,6.915,1.769499998,BMG
9.29,1.150331712,3060.38,0.041256609,6.99,1.940000001,BMG
5.13,0.209204042,1932.96,0.241460766,5.13,1.730000001,BMG
9.155,1.270898188,3096.83,0.039355886,7.155,1.940000003,BMG
8.2474,0.357585775,3624.586,0.078509579,7.3614,1.509999998,BMG
5.03,0.186913239,1976.04,0.134596264,5.03,1.730000001,BMG
8.8,1.057517244,3610.53,0.042978038,6.7,1.799999997,BMG
3.8,0.103059832,1616.95,0.138702433,3.8,1.800000002,BMG
7.58,0.127273391,3614.422,0.116511611,6.58,1.959999997,BMG
9.477,1.225350938,3057.855,0.031638316,7.077,2.000000001,BMG
4.3465,0.178687994,1965.557,0.137301436,4.3465,1.752499998,BMG
7.425,0.099464265,3252.025,0.080171913,7.425,1.574999999,BMG
4.95,0.189226632,2075.95,0.141344107,4.95,1.684999998,BMG
9.2,0.6628521,3438.286,0.023399589,6.8,1.959999999,BMG
